"all_restaurant","safety","taste","clean","service","speed","price"
"oCvxJBOs-Mbg-4oanPO7lQ",0.942686056458512,0.950892857142857,0.285542168674699,0.5575,0.829252577319588,0.680124223602484
"gKCQMUVa31kLInYxaAkiLA",NA,0.683035714285714,NA,0.981875,0.866623711340206,NA
"KTPRYqiFdLowAUEAnN7e3g",0.44311377245509,0.926339285714286,0.360642570281125,0.64875,0.239690721649485,0.706004140786749
"08JPvTyVYt6I4PbGkQ76jQ",0.679213002566296,0.983035714285714,0.937349397590361,0.85125,0.815077319587629,0.742753623188406
"-MC7EFxTsyKMKB3zeP_FIQ",0.629597946963216,0.944196428571429,0.581526104417671,0.901875,0.637886597938144,0.615942028985507
"Iq1P8S3--gqd50xoQJxpqA",0.926432848588537,0.954017857142857,0.568273092369478,0.615,0.492912371134021,0.859213250517598
"tcnu9ivUsuQUNiz944bpOA",0.789136013686912,0.975892857142857,0.616867469879518,0.644375,0.747422680412371,NA
"W2RNay2mirTVPYO6rA_g2g",0.458083832335329,0.629464285714286,0.314056224899598,0.445,0.372422680412371,0.896997929606625
"24t7-XcaR6yJi_20CPoB2Q",0.540633019674936,0.919642857142857,0.487550200803213,0.6175,0.536082474226804,0.721532091097309
"ObNQVg_ohRVLex4ppmMC5w",NA,0.361607142857143,NA,0.950625,0.920747422680412,0.742753623188406
"8v66rFpXa87u2jRGOn8ZfA",0.208725406330197,0.597321428571429,0.292771084337349,0.6025,0.0502577319587629,0.327639751552795
"5oA6zlmJ4jQREDH6dNCq6w",0.776732249786142,0.928571428571429,0.504016064257028,0.65375,0.782860824742268,0.808488612836439
"JO5_Frcbp9J732VNn-I3Ew",0.39349871685201,0.308035714285714,0.185542168674699,0.2225,0.111469072164948,0.402691511387164
"OJ8FKDGWI5jo0MwUv496AQ",0.390932420872541,0.296428571428571,0.234538152610442,0.2125,0.0740979381443299,0.506728778467909
"DdZo9MKaDrh9OJnpVwbBUA",0.688622754491018,0.974107142857143,0.568273092369478,0.636875,0.657216494845361,0.697722567287785
"tYNK4--H4WDaUBZ13salzA",NA,0.683035714285714,0.265461847389558,0.495625,0.914626288659794,NA
"fjrog_MaZB5il7RCOnfmYQ",0.642001710863986,0.616964285714286,0.199598393574297,0.8959375,0.394329896907216,NA
"PGsrhKu41CWhs152bctWkQ",0.479041916167665,0.698214285714286,0.355823293172691,0.76875,0.766752577319588,0.720496894409938
"Bmv3nHS2nfjzhkDQMsLAWQ",0.425577416595381,0.830357142857143,0.829718875502008,0.67875,0.543492268041237,0.855590062111801
"trZ9PBGPUil8NEAoFdb1rQ",0.642001710863986,NA,0.199598393574297,0.0084375,0.394329896907216,0.184782608695652
"sYf2auhosrx8trbyP9nGyw",0.560735671514115,0.75625,NA,0.4153125,0.343427835051546,0.599896480331263
"xvA7fdaq5k3xeDvrzLZkzw",0.730538922155689,0.701785714285714,0.304016064257028,0.7134375,0.801224226804124,0.855590062111801
"grZ6FnfZoj1pQWElAQve3g",0.538922155688623,0.510714285714286,0.610441767068273,0.2534375,0.70360824742268,0.291407867494824
"4WGhJKDcOccXhftoAwagJw",0.488023952095808,0.625,0.424096385542169,0.455625,0.153994845360825,0.584886128364389
"vblct6rMen0wyOqGEy-pNQ",0.751069289991446,0.669642857142857,0.153413654618474,0.3253125,0.44201030927835,0.416149068322981
"WhXlv34bw0-112MqSPmCHw",0.821214713430282,0.148660714285714,0.84859437751004,0.4503125,0.487757731958763,0.184782608695652
